trip_id,driver_id,rider_id,city,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,fare_amount,status,payment_method,pickup_time,drop_time
21373,2654,18143,Boston,39.17093801,-83.71798882,39.15023615,-83.67949783,1.95,7.06,Completed,Cash,15-01-2023 20:12,17:51.0
21374,1591,44378,Boston,39.18252294,-75.58976429,39.1795972,-75.55510053,9.14,23.02,Completed,Cash,15-01-2023 20:13,40:25.2
21375,2848,39775,Boston,40.1569271,-79.34027728,40.12204312,-79.29321154,10.69,15.97,No-Show,Wallet,15-01-2023 20:14,46:04.2
21376,6191,87445,Chicago,39.4846797,-77.57208221,39.45721435,-77.53353504,8.53,21.41,Completed,Wallet,15-01-2023 20:15,40:35.4
21377,4041,65716,Seattle,37.59641128,-75.74122681,37.61120764,-75.69334724,3.58,9.49,Completed,Cash,15-01-2023 20:16,26:44.4
21378,1167,54424,Chicago,37.43270235,-114.836881,37.47992645,-114.7883041,8.57,21.96,Completed,Card,15-01-2023 20:17,42:42.6
21379,5379,99524,Boston,38.030486,-89.20416751,38.00109292,-89.2242113,5.92,10.74,Completed,Cash,15-01-2023 20:18,35:45.6
21380,8661,58732,Los Angeles,38.46965686,-112.7541133,38.42576708,-112.7489024,5.35,15.31,Completed,Card,15-01-2023 20:19,35:03.0
21381,7967,89988,New York,38.07842977,-106.8362113,38.06254305,-106.8176412,5.68,13.58,Completed,UPI,15-01-2023 20:20,37:02.4
21382,8283,70295,Los Angeles,37.94984829,-112.3125049,37.93325064,-112.3328416,4.73,7.16,Completed,Card,15-01-2023 20:21,35:11.4
21383,5010,51127,Los Angeles,37.24314966,-99.46755792,37.26752093,-99.50552199,3.57,10.5,Completed,UPI,15-01-2023 20:22,32:42.6
21384,5986,35104,Seattle,39.06351853,-81.15436958,39.10045313,-81.12046426,3.43,7.06,Completed,Wallet,15-01-2023 20:23,33:17.4
21385,4848,29173,Boston,37.08246946,-74.89019718,37.07524695,-74.87589951,6.74,20.68,Completed,Card,15-01-2023 20:24,44:13.2
21386,3181,64635,Chicago,39.067024,-104.7307831,39.01979857,-104.6817347,7.67,21.79,Completed,Cash,15-01-2023 20:25,48:00.6
21387,1832,17982,Chicago,37.54825076,-120.6542379,37.50079309,-120.6082926,10.75,28.25,Completed,UPI,15-01-2023 20:26,58:15.0
21388,2021,63129,Seattle,40.49745287,-109.4447538,40.4802826,-109.4781532,5.99,12.37,Completed,Wallet,15-01-2023 20:27,44:58.2
21389,4492,21649,Los Angeles,38.57271798,-101.0677649,38.5228154,-101.0871638,2.96,9.41,Completed,Wallet,15-01-2023 20:28,36:52.8
21390,1288,92164,Los Angeles,40.09442201,-109.3441084,40.09418472,-109.3385327,6.46,12.6,Completed,Cash,15-01-2023 20:29,48:22.8
21391,8816,76888,Los Angeles,37.99232347,-78.74790332,38.02117868,-78.73273478,11.91,27.38,Completed,Wallet,15-01-2023 20:30,05:43.8
21392,2076,93649,Seattle,40.96546468,-105.044584,40.93946319,-105.0071146,10.83,18.34,Completed,Card,15-01-2023 20:31,03:29.4
21393,2371,23112,Boston,38.82057697,-98.41845763,38.83183619,-98.3841752,3.04,6.58,Completed,Card,15-01-2023 20:32,41:07.2
21394,2074,63416,San Francisco,39.74396775,-82.81597323,39.69807092,-82.82672979,6.67,18.74,Cancelled,Cash,15-01-2023 20:33,53:00.6
21395,5934,97271,New York,40.62980767,-99.80536785,40.59349973,-99.8013146,1.33,6.37,Completed,Cash,15-01-2023 20:34,37:59.4
21396,1039,11117,Boston,38.17484803,-91.9428788,38.13296153,-91.92310094,5.79,16.96,Completed,Cash,15-01-2023 20:35,52:22.2
21397,5274,85711,New York,38.59647865,-78.74359076,38.57761164,-78.75910676,2.95,10.4,No-Show,Cash,15-01-2023 20:36,44:51.0
21398,1182,83706,San Francisco,39.61815873,-85.14077434,39.63377639,-85.1459174,7.3,19,Completed,Card,15-01-2023 20:37,58:54.0
21399,6496,43226,San Francisco,37.63797221,-82.04266109,37.58835452,-82.04399853,8.27,22.51,Completed,UPI,15-01-2023 20:38,02:48.6
21400,9688,10518,Boston,39.80642116,-119.9941705,39.84189333,-119.9708692,5.86,10,Completed,Cash,15-01-2023 20:39,56:34.8
21401,9788,14231,Chicago,40.25843048,-100.2538201,40.24022892,-100.2064499,5.6,15.32,Completed,UPI,15-01-2023 20:40,56:48.0
21402,3508,36461,Chicago,39.40456499,-107.2027957,39.42838097,-107.2099157,3.08,7.17,Cancelled,Card,15-01-2023 20:41,50:14.4
21403,9876,68477,New York,38.28228233,-119.9659456,38.25354273,-120.0145329,12.76,26.9,Completed,Card,15-01-2023 20:42,20:16.8
21404,9072,92682,Chicago,39.48608585,-115.2648268,39.48605588,-115.270401,10.51,20.63,Completed,Cash,15-01-2023 20:43,14:31.8
21405,1318,18385,Los Angeles,40.55136574,-108.7437585,40.53951954,-108.7519044,8.58,14.96,No-Show,Cash,15-01-2023 20:44,09:44.4
21406,3403,79225,Los Angeles,38.01238906,-107.2742434,37.99023281,-107.2377575,12.6,16.68,Completed,Wallet,15-01-2023 20:45,22:48.0
21407,1728,66469,San Francisco,40.48227607,-98.65333078,40.46368866,-98.65234103,6.11,11.76,Completed,UPI,15-01-2023 20:46,04:19.8
21408,2287,51907,Boston,39.9346731,-74.65965081,39.94302722,-74.6502752,7.6,20.44,Completed,Card,15-01-2023 20:47,09:48.0
21409,5001,60401,Chicago,38.76569045,-98.01065946,38.72056553,-97.96627269,4.16,13.06,Completed,Cash,15-01-2023 20:48,00:28.8
21410,6606,46784,San Francisco,40.99406482,-83.86591905,41.03592458,-83.82690583,3.78,10.98,Completed,UPI,15-01-2023 20:49,00:20.4
21411,9752,86098,Los Angeles,37.55924509,-107.894216,37.52859733,-107.9371481,7.67,16.96,Completed,Wallet,15-01-2023 20:50,13:00.6
21412,2375,31763,Seattle,38.73665,-103.663118,38.77141441,-103.6491471,3.32,10.33,Completed,Card,15-01-2023 20:51,00:57.6
21413,1024,29032,Chicago,39.80487404,-77.89593967,39.83628861,-77.9412063,2.52,7.11,Completed,UPI,15-01-2023 20:52,59:33.6
21414,2154,18120,Chicago,37.05941094,-82.28703655,37.10929237,-82.26864591,11.62,25.3,Completed,Wallet,15-01-2023 20:53,27:51.6
21415,2459,46148,Boston,40.5740672,-114.4779586,40.5696463,-114.450616,11.07,16.85,Completed,Card,15-01-2023 20:54,27:12.6
21416,6107,57030,Chicago,38.39910679,-111.4921031,38.40882042,-111.5202731,6.66,14.66,Completed,Card,15-01-2023 20:55,14:58.8
21417,5706,93794,Chicago,37.81002059,-91.54465694,37.81178759,-91.49639295,7.71,12.87,Completed,UPI,15-01-2023 20:56,19:07.8
21418,3156,21231,Boston,38.23431823,-120.8042112,38.1876384,-120.795015,10.7,22.13,Cancelled,Wallet,15-01-2023 20:57,29:06.0
21419,6979,15502,New York,37.79121553,-88.90761103,37.76519917,-88.89402615,4.56,11.28,Completed,Cash,15-01-2023 20:58,11:40.8
21420,8943,48446,Chicago,37.01412291,-114.1483403,36.99989601,-114.1598239,9.87,25.58,Completed,Cash,15-01-2023 20:59,28:36.6
21421,7042,69162,Boston,37.20112638,-114.8684445,37.17557046,-114.9046595,10.59,20.23,Completed,UPI,15-01-2023 21:00,31:46.2
21422,9911,56737,San Francisco,37.70594276,-117.3740689,37.70607708,-117.4142241,7.84,20.43,Completed,UPI,15-01-2023 21:01,24:31.2
21423,8486,15080,San Francisco,39.67117856,-119.2593027,39.65060011,-119.2434705,5.43,16.06,Completed,UPI,15-01-2023 21:02,18:17.4
21424,2105,67922,Los Angeles,37.00391924,-115.0012125,36.96259702,-115.0270063,10.01,21.58,Completed,UPI,15-01-2023 21:03,33:01.8
21425,4769,64785,Seattle,39.78874813,-80.56246151,39.83818533,-80.58512082,9.4,27.05,Completed,UPI,15-01-2023 21:04,32:12.0
21426,3479,61181,Boston,37.56958935,-94.71098324,37.53296781,-94.74563902,11.27,31.44,Completed,Cash,15-01-2023 21:05,38:48.6
21427,5731,72564,Chicago,39.02814578,-81.89577961,39.0285703,-81.94195043,5.18,13.7,Completed,Card,15-01-2023 21:06,21:32.4
21428,4172,99053,San Francisco,38.46200312,-86.89775435,38.42848322,-86.92836551,12.16,29.15,Completed,Wallet,15-01-2023 21:07,43:28.8
21429,9185,67484,Seattle,38.90084877,-101.8201103,38.92505025,-101.8080832,3.1,8.16,Completed,Cash,15-01-2023 21:08,17:18.0
21430,8068,60343,Chicago,39.69074891,-82.62865077,39.66475913,-82.66950164,10.54,22.58,Completed,Cash,15-01-2023 21:09,40:37.2
21431,7557,58517,Boston,37.78127892,-89.37368775,37.7974202,-89.421466,9.05,21.44,Completed,Wallet,15-01-2023 21:10,37:09.0
21432,4330,39195,San Francisco,37.62966483,-77.36291044,37.62324361,-77.40471252,12.03,27.79,Completed,Card,15-01-2023 21:11,47:05.4
21433,7022,57590,Los Angeles,40.7154646,-106.972829,40.73814612,-107.007281,9.79,24.76,Completed,Wallet,15-01-2023 21:12,41:22.2
21434,3058,29784,San Francisco,37.17021112,-88.44351145,37.21688982,-88.41621759,6.29,13.21,Completed,Cash,15-01-2023 21:13,31:52.2
21435,6690,41908,Los Angeles,39.0858703,-106.5732793,39.0633961,-106.5240951,9.75,21.58,Completed,Card,15-01-2023 21:14,43:15.0
21436,6771,59827,Boston,39.1075844,-99.76123198,39.13845377,-99.73198592,5.64,12.39,Completed,Cash,15-01-2023 21:15,31:55.2
21437,2870,61231,New York,37.08762714,-76.78201856,37.06591538,-76.80751645,7.35,14.08,Completed,Wallet,15-01-2023 21:16,38:03.0
21438,4621,65480,Boston,38.61893012,-92.47315905,38.6680834,-92.49179796,6.93,12.61,No-Show,Wallet,15-01-2023 21:17,37:47.4
21439,4991,81569,Los Angeles,38.76425528,-112.8283062,38.78691941,-112.8430033,9.71,22.99,Completed,Card,15-01-2023 21:18,47:07.8
21440,9316,42700,Chicago,40.60007338,-110.6341326,40.63099243,-110.6207259,7.35,14.27,Completed,UPI,15-01-2023 21:19,41:03.0
21441,9503,25646,San Francisco,37.35195784,-105.9893998,37.3113004,-105.997537,7.95,11.6,No-Show,Cash,15-01-2023 21:20,43:51.0
21442,1774,33022,San Francisco,39.98142844,-114.7169911,39.93533856,-114.7174716,5.69,14.11,Completed,Cash,15-01-2023 21:21,38:04.2
21443,9885,39351,Los Angeles,39.31588565,-110.7284385,39.31946643,-110.7013402,5.08,11.59,Completed,Card,15-01-2023 21:22,37:14.4
21444,6278,27325,San Francisco,40.46497567,-89.58242488,40.4637311,-89.54034517,3.09,12.07,No-Show,Card,15-01-2023 21:23,32:16.2
21445,2376,26806,Los Angeles,37.17957499,-120.0672972,37.17261928,-120.0261449,6.1,12.08,Cancelled,Card,15-01-2023 21:24,42:18.0
21446,6939,72014,Chicago,38.677248,-121.8833382,38.63212373,-121.9257203,5.58,11.21,No-Show,Card,15-01-2023 21:25,41:44.4
21447,3846,76870,New York,39.2253379,-76.5316658,39.19235177,-76.53639822,6.95,17.14,Completed,UPI,15-01-2023 21:26,46:51.0
21448,7817,77484,Boston,37.58699076,-75.39376189,37.5372685,-75.39075774,12.06,32.62,Completed,UPI,15-01-2023 21:27,03:10.8
21449,8430,46058,Chicago,37.75232372,-113.1817856,37.77142955,-113.1368061,5.47,9.49,Cancelled,Card,15-01-2023 21:28,44:24.6
21450,2716,21658,Chicago,39.25868791,-90.32464609,39.29242731,-90.3156052,8.53,18.42,Completed,UPI,15-01-2023 21:29,54:35.4
21451,7780,82032,Seattle,39.3413229,-89.29293001,39.38671952,-89.26318882,6.05,17.1,Cancelled,UPI,15-01-2023 21:30,48:09.0
21452,4331,34816,San Francisco,37.53074171,-74.2887188,37.48385278,-74.32027018,8.31,21.09,Completed,Cash,15-01-2023 21:31,55:55.8
21453,2378,71222,San Francisco,38.90561944,-77.64995878,38.9247629,-77.64539535,7.56,14.37,Completed,Wallet,15-01-2023 21:32,54:40.8
21454,5584,54241,Seattle,37.58327489,-85.92678778,37.55934153,-85.89066114,10.21,23.36,Completed,Cash,15-01-2023 21:33,03:37.8
21455,8381,82211,New York,37.2888994,-103.0667187,37.30021294,-103.0321997,11.27,28.02,Completed,Card,15-01-2023 21:34,07:48.6
21456,5275,24293,Los Angeles,40.17219612,-85.35891249,40.22069095,-85.40618775,4.32,12.37,Completed,Cash,15-01-2023 21:35,47:57.6
21457,6538,66148,Seattle,37.46473225,-106.0483099,37.47959047,-106.0081436,1.73,3.96,Completed,Cash,15-01-2023 21:36,41:11.4
21458,8310,93994,Los Angeles,37.48043513,-94.37652648,37.48791118,-94.39599527,4.44,10.17,Completed,Wallet,15-01-2023 21:37,50:19.2
21459,1231,92905,Chicago,39.3627967,-84.21097436,39.3702811,-84.19259948,5.62,12.65,Cancelled,Wallet,15-01-2023 21:38,54:51.6
21460,6422,20593,Chicago,38.07956873,-100.2172416,38.10430397,-100.2100524,8.62,22.62,Completed,Card,15-01-2023 21:39,04:51.6
21461,5426,14171,Seattle,39.10517662,-111.1734121,39.08417611,-111.145956,4.06,8.32,Completed,Card,15-01-2023 21:40,52:10.8
21462,1247,83482,San Francisco,37.1860371,-118.4110409,37.18392152,-118.4286189,5.21,9.01,Completed,UPI,15-01-2023 21:41,56:37.8
21463,5378,21939,Los Angeles,39.30338756,-120.7197521,39.27404216,-120.7296305,9.42,18.42,Completed,Card,15-01-2023 21:42,10:15.6
21464,4741,64175,Seattle,39.08139921,-114.2087533,39.08856539,-114.2172623,3.7,7.85,Completed,Card,15-01-2023 21:43,54:06.0
21465,1062,64651,New York,40.86078457,-97.97060904,40.84166851,-97.9357583,2.68,8.99,Completed,Card,15-01-2023 21:44,52:02.4
21466,5223,42527,Seattle,39.79069913,-108.7911298,39.75559393,-108.835702,7.95,12.59,Completed,Wallet,15-01-2023 21:45,08:51.0
21467,2551,12089,Chicago,40.97973727,-102.8203853,40.97186734,-102.8677988,7.36,19.04,Cancelled,Wallet,15-01-2023 21:46,08:04.8
21468,7306,59566,Seattle,40.31836378,-109.1257597,40.28003283,-109.1394961,3.86,13,Completed,Cash,15-01-2023 21:47,58:34.8
21469,4005,53240,San Francisco,40.85157939,-80.8719507,40.81592856,-80.86186285,8.47,19.87,Completed,Card,15-01-2023 21:48,13:24.6
21470,4322,74325,Boston,40.59344989,-95.79640417,40.64073787,-95.77790194,3.31,11.5,Completed,Card,15-01-2023 21:49,58:55.8
21471,8997,42268,Boston,40.8146454,-98.63005254,40.81545862,-98.61099558,10.5,19.28,Completed,Cash,15-01-2023 21:50,21:30.0
21472,9486,22362,Boston,39.82233731,-103.2333331,39.8320856,-103.2484988,7.13,14.8,Completed,UPI,15-01-2023 21:51,12:23.4
21473,1882,43403,Boston,37.57846691,-101.4786686,37.5800854,-101.5081578,7.68,14.7,Completed,Wallet,15-01-2023 21:52,15:02.4
21474,1393,62527,Chicago,40.63407342,-83.8400622,40.67498139,-83.87622786,9.09,15.5,Cancelled,Cash,15-01-2023 21:53,20:16.2
21475,3739,28835,Los Angeles,39.03325993,-79.42260573,39.03983784,-79.4695958,1.99,5.54,Cancelled,Cash,15-01-2023 21:54,59:58.2
21476,5167,27020,Los Angeles,38.9931654,-81.95596706,39.01143913,-81.97843376,5.83,15.35,Completed,Cash,15-01-2023 21:55,12:29.4
21477,5413,53485,Los Angeles,39.19134943,-89.06906959,39.21358891,-89.02274653,6.34,10.42,Completed,UPI,15-01-2023 21:56,15:01.2
21478,5690,32917,New York,37.8398367,-83.82836601,37.80121767,-83.85369498,6.36,16.09,Completed,Wallet,15-01-2023 21:57,16:04.8
21479,5474,64071,New York,37.83536922,-97.45930555,37.79583872,-97.49643052,6.52,17.81,Completed,UPI,15-01-2023 21:58,17:33.6
21480,5231,25568,Los Angeles,39.27049453,-108.8110767,39.27822973,-108.8058773,6.63,20.34,Cancelled,Card,15-01-2023 21:59,18:53.4
21481,3777,22926,Chicago,40.10612463,-107.7125132,40.05647129,-107.6809024,5.81,14.08,Completed,Card,15-01-2023 22:00,17:25.8
21482,2401,27873,Boston,37.40627224,-73.4330379,37.4485411,-73.42581892,10.4,24.81,Completed,UPI,15-01-2023 22:01,32:12.0
21483,9086,72051,Boston,39.95669857,-95.46726593,39.98470598,-95.50840431,6.24,9.86,Completed,UPI,15-01-2023 22:02,20:43.2
21484,1905,22150,Los Angeles,37.73474772,-78.61794763,37.71518761,-78.66085839,7.24,12.14,Completed,Wallet,15-01-2023 22:03,24:43.2
21485,1529,62625,San Francisco,38.65787626,-84.04842742,38.67962652,-84.03981352,6.97,11.72,Completed,Cash,15-01-2023 22:04,24:54.6
21486,9011,17914,Chicago,37.28148712,-89.45734096,37.26860598,-89.45525254,8.09,15.97,Completed,Wallet,15-01-2023 22:05,29:16.2
21487,8078,91099,San Francisco,39.46345417,-120.098999,39.42847059,-120.0514066,4.25,7.46,Completed,Card,15-01-2023 22:06,18:45.0
21488,5618,96071,San Francisco,40.40922427,-105.3974979,40.43983067,-105.4002625,2.02,5.55,Completed,UPI,15-01-2023 22:07,13:03.6
21489,4721,71934,Chicago,38.84462679,-112.1262178,38.8740417,-112.0928966,9.41,17.08,Completed,Cash,15-01-2023 22:08,36:13.8
21490,9578,99553,Chicago,40.43474816,-117.3677089,40.4755816,-117.4121224,5.72,13.94,Completed,UPI,15-01-2023 22:09,26:09.6
21491,3621,66271,New York,39.8003013,-111.5705858,39.79195408,-111.5983367,3.17,6.38,Completed,Card,15-01-2023 22:10,19:30.6
21492,7726,34489,New York,39.97434714,-119.1190143,39.99784657,-119.0806089,2.95,8.77,No-Show,Card,15-01-2023 22:11,19:51.0
21493,1572,68504,Boston,38.46455754,-113.5919414,38.42894659,-113.5583858,4.65,14.01,Completed,Card,15-01-2023 22:12,25:57.0
21494,1643,18531,New York,38.35166821,-116.9597067,38.35964322,-116.9518032,7.39,18.01,Completed,Card,15-01-2023 22:13,35:10.2
21495,5071,70760,San Francisco,37.53235848,-89.44933762,37.49361348,-89.486044,7.01,17.34,Completed,UPI,15-01-2023 22:14,35:01.8
21496,9071,80676,Seattle,39.30202173,-111.7748339,39.2693459,-111.728634,9.03,22.4,Completed,UPI,15-01-2023 22:15,42:05.4
21497,8013,94972,Seattle,40.95075438,-100.7238212,40.99471025,-100.7546793,1.69,5.04,Completed,Card,15-01-2023 22:16,21:04.2
21498,6605,20774,Chicago,39.14583169,-86.32311399,39.14929507,-86.2970125,6.08,12.6,Completed,Wallet,15-01-2023 22:17,35:14.4
21499,6682,96921,Seattle,39.15481716,-87.42993429,39.15170974,-87.47367373,9.64,22.97,Completed,Wallet,15-01-2023 22:18,46:55.2
21500,1554,41220,Seattle,38.48903907,-89.51892108,38.52631412,-89.47985219,4.85,9.22,Completed,Cash,15-01-2023 22:19,33:33.0
21501,4393,27323,Seattle,37.96997631,-118.3721145,37.98082988,-118.3852471,9.78,25.74,Completed,Wallet,15-01-2023 22:20,49:20.4
21502,5568,50740,Seattle,40.89444354,-73.65271065,40.93824197,-73.67246717,13.78,27.57,Completed,Cash,15-01-2023 22:21,02:20.4
21503,4459,64967,Boston,38.70141569,-92.0928403,38.67905964,-92.0548585,5.27,10.4,Completed,Card,15-01-2023 22:22,37:48.6
21504,2121,90826,Seattle,37.58486251,-85.27395944,37.62718471,-85.24213327,9.42,17.29,Completed,Card,15-01-2023 22:23,51:15.6
21505,6530,12699,New York,38.2372587,-97.05808641,38.23680654,-97.03042925,2.58,8.54,Completed,Cash,15-01-2023 22:24,31:44.4
21506,6109,96018,Seattle,39.92979193,-85.91060966,39.95215015,-85.93689956,5.29,13.35,Completed,UPI,15-01-2023 22:25,40:52.2
21507,1055,62577,Seattle,40.83457642,-88.9246614,40.82302195,-88.92389457,6.92,18.07,Completed,Wallet,15-01-2023 22:26,46:45.6
21508,9849,18349,Boston,37.96474069,-97.20251004,38.00572336,-97.19493105,12.29,22.7,Completed,Cash,15-01-2023 22:27,03:52.2
21509,9451,16726,Seattle,38.8934608,-114.9180037,38.86688212,-114.9123816,0.65,1.82,Completed,Cash,15-01-2023 22:28,29:57.0
21510,5736,72325,Los Angeles,38.23404513,-96.95980723,38.21231781,-96.96026816,9.29,16.23,Completed,Wallet,15-01-2023 22:29,56:52.2
21511,3609,26065,New York,38.3168704,-118.7812399,38.34784053,-118.7530739,5.99,17.41,Completed,Cash,15-01-2023 22:30,47:58.2
21512,4909,83617,Boston,37.36060113,-100.6919438,37.40474695,-100.6912242,8.1,14.43,No-Show,Card,15-01-2023 22:31,55:18.0
21513,1403,91433,Chicago,39.38454228,-115.371876,39.3997128,-115.3856873,4.21,13.39,Completed,Cash,15-01-2023 22:32,44:37.8
21514,1794,51424,San Francisco,38.10230889,-118.5109725,38.06125295,-118.4927113,5.64,15.35,Completed,Card,15-01-2023 22:33,49:55.2
21515,2561,69565,Chicago,37.87657661,-110.1954872,37.92642844,-110.1478128,4.56,10.05,Cancelled,Wallet,15-01-2023 22:34,47:40.8
21516,8423,41627,Los Angeles,37.53083651,-91.79884953,37.57422004,-91.75259033,7.87,14.42,Completed,Wallet,15-01-2023 22:35,58:36.6
21517,7795,22785,New York,38.75998859,-108.5817573,38.71750776,-108.6023138,5.52,14.56,Completed,Wallet,15-01-2023 22:36,52:33.6
21518,6492,33352,Seattle,38.62109402,-84.64038659,38.59429829,-84.62902149,8.85,21.02,Completed,Wallet,15-01-2023 22:37,03:33.0
21519,5999,76975,Los Angeles,40.0331646,-90.92187512,40.06392863,-90.94727736,12.61,19.69,Completed,Cash,15-01-2023 22:38,15:49.8
21520,7198,13036,San Francisco,38.67498973,-113.0245949,38.67086131,-113.0499612,8.76,15.33,Completed,Card,15-01-2023 22:39,05:16.8
21521,6197,57343,New York,40.77868764,-120.2806827,40.72963236,-120.306185,10.49,23.41,Completed,Wallet,15-01-2023 22:40,11:28.2
21522,4562,18513,New York,38.80086476,-81.24014059,38.7802213,-81.22573434,7.42,10.84,Cancelled,Wallet,15-01-2023 22:41,03:15.6
21523,2694,98717,San Francisco,39.0529547,-115.2235309,39.03602988,-115.1897057,6.83,10.61,Completed,Wallet,15-01-2023 22:42,02:29.4
21524,1855,57241,Los Angeles,40.67840571,-89.93586844,40.65278916,-89.95164269,7.67,19.2,Completed,UPI,15-01-2023 22:43,06:00.6
21525,5755,23415,Seattle,37.45211851,-105.9882931,37.49540016,-106.0033022,4.17,11.31,Completed,Wallet,15-01-2023 22:44,56:30.6
21526,4621,70328,Chicago,38.51414065,-117.0666576,38.47144708,-117.0462496,6.19,11.56,Completed,Card,15-01-2023 22:45,03:34.2
21527,5206,71124,San Francisco,37.73085405,-105.2384394,37.76664387,-105.1968471,3.52,7.24,Completed,Card,15-01-2023 22:46,56:33.6
21528,2038,63896,Boston,39.14846531,-109.6743596,39.14690869,-109.6808708,0.11,4.69,Completed,Card,15-01-2023 22:47,47:19.8
21529,5596,43911,Chicago,40.30517572,-111.4021776,40.29931996,-111.3531458,10.94,20.78,Completed,Card,15-01-2023 22:48,20:49.2
21530,5513,98132,New York,40.56497013,-81.25449744,40.5221339,-81.30139809,7.34,12.81,Completed,UPI,15-01-2023 22:49,11:01.2
21531,5370,16205,San Francisco,37.15573617,-74.1637499,37.12678769,-74.11987513,4.07,11.57,Completed,Cash,15-01-2023 22:50,02:12.6
21532,8661,85407,San Francisco,38.50186194,-120.5595063,38.47284224,-120.5671386,8.76,16.87,Completed,Wallet,15-01-2023 22:51,17:16.8
21533,6316,91633,Boston,38.49974225,-95.21818477,38.49058674,-95.20301546,9.56,25.62,No-Show,Cash,15-01-2023 22:52,20:40.8
21534,4447,94088,Los Angeles,39.93007977,-83.6106386,39.90403127,-83.65625068,7.79,20.75,Completed,Wallet,15-01-2023 22:53,16:22.2
21535,6850,33043,Seattle,40.3146269,-119.8966491,40.3644913,-119.9115878,10.95,16.9,Completed,Wallet,15-01-2023 22:54,26:51.0
21536,8230,42148,Seattle,38.34396809,-93.35843621,38.31609074,-93.34033574,3.15,6.23,Completed,Wallet,15-01-2023 22:55,04:27.0
21537,4432,53638,Boston,38.8803679,-114.04614,38.86559318,-114.0530025,10.33,24.4,Completed,Wallet,15-01-2023 22:56,26:59.4
21538,8116,70785,Boston,37.34262079,-93.75988655,37.36201436,-93.80986199,7.37,12.77,Completed,Cash,15-01-2023 22:57,19:06.6
21539,6229,23543,Los Angeles,37.34327691,-86.80974173,37.32343018,-86.7983382,2.87,6.36,Completed,UPI,15-01-2023 22:58,06:36.6
21540,3241,86971,New York,39.91138614,-83.22422422,39.86580718,-83.20285687,12.23,22.03,Completed,Wallet,15-01-2023 22:59,35:41.4
21541,8818,81373,San Francisco,40.30744658,-82.36856321,40.34350308,-82.32272441,8.97,23.76,Completed,Cash,15-01-2023 23:00,26:54.6
21542,7998,54250,Chicago,38.10669696,-116.3115981,38.09490985,-116.2656905,8.8,15.74,Completed,Cash,15-01-2023 23:01,27:24.0
21543,5894,94592,New York,39.23453269,-107.0894637,39.23007188,-107.049113,5.05,9.93,Completed,UPI,15-01-2023 23:02,17:09.0
21544,7444,69723,New York,39.13341982,-74.03439934,39.1620724,-74.01412272,6.21,17.59,Completed,Wallet,15-01-2023 23:03,21:37.8
21545,4015,72711,New York,40.5347861,-80.0203939,40.56232053,-79.99363596,6.36,11.68,Cancelled,UPI,15-01-2023 23:04,23:04.8
21546,7815,27569,Chicago,37.28003236,-86.46202632,37.31796191,-86.44068402,6.08,13.27,Completed,Cash,15-01-2023 23:05,23:14.4
21547,5864,97811,San Francisco,39.51863662,-94.76096915,39.54645771,-94.78932732,4.88,9.77,Completed,Wallet,15-01-2023 23:06,20:38.4
21548,5234,48890,New York,38.28998143,-108.6750746,38.30764941,-108.7213289,6.17,12.92,Completed,UPI,15-01-2023 23:07,25:30.6
21549,5956,34043,Boston,40.06737789,-84.06671342,40.07763786,-84.05690139,8.9,12.22,Completed,Cash,15-01-2023 23:08,34:42.0
21550,3339,46146,Chicago,37.59787671,-117.6877987,37.61733685,-117.7335367,9.45,18.91,Completed,Card,15-01-2023 23:09,37:21.0
21551,9526,66297,Seattle,39.7638476,-87.41115139,39.78757838,-87.4276531,6.23,12.23,Completed,Wallet,15-01-2023 23:10,28:41.4
21552,7842,51375,Los Angeles,40.50569975,-80.7303343,40.4563204,-80.69223587,6.29,11.04,Completed,Cash,15-01-2023 23:11,29:52.2
21553,2858,53905,Seattle,40.32928427,-94.85670208,40.28587585,-94.84758488,2.89,9.6,Completed,UPI,15-01-2023 23:12,20:40.2
21554,2207,26953,San Francisco,40.80904712,-79.88118989,40.82835663,-79.88698694,7.06,13,Completed,Card,15-01-2023 23:13,34:10.8
21555,1924,14245,Boston,37.50429655,-115.8000558,37.48599721,-115.7506547,12.57,28.54,Completed,Cash,15-01-2023 23:14,51:42.6
21556,3945,77602,Chicago,39.51985909,-113.5920497,39.54581072,-113.6333599,10.38,17.77,Cancelled,Cash,15-01-2023 23:15,46:08.4
21557,6381,99817,Chicago,37.27875625,-116.7532798,37.29065662,-116.7530164,5.53,13.34,Completed,Card,15-01-2023 23:16,32:35.4
21558,6429,98419,Seattle,39.12159029,-109.0572646,39.07596134,-109.0618743,3.82,8.2,Completed,Cash,15-01-2023 23:17,28:27.6
21559,5439,26273,Los Angeles,38.86775582,-74.58263566,38.81861134,-74.53795034,5.47,11.8,No-Show,Wallet,15-01-2023 23:18,34:24.6
21560,8591,44737,Chicago,37.74547009,-95.53765876,37.71516615,-95.53953532,10.3,18.78,Completed,UPI,15-01-2023 23:19,49:54.0
21561,6892,21277,San Francisco,37.26761492,-105.412034,37.23836014,-105.4561589,6.46,16.12,Completed,Cash,15-01-2023 23:20,39:22.8
21562,6945,45116,Boston,40.52859993,-73.76412519,40.57727235,-73.7749693,7.19,13.95,Completed,Card,15-01-2023 23:21,42:34.2
